    472,          1.5,          12.,          -8.
    473,           3.,          12.,          -8.
    474,          4.5,          12.,          -8.
    475,           6.,          12.,          -8.
    476,          7.5,          12.,          -8.
    477,           9.,          12.,          -8.
    478,         10.5,          12.,          -8.
    479,          12.,          12.,          -8.
    480,         13.5,          12.,          -8.
    481,          15.,          12.,          -8.
    482,         16.5,          12.,          -8.
    483,          18.,          12.,          -8.
    484,         19.5,          12.,          -8.
    485,         -12.,        -19.5,  -5.80000019
    486,        -10.5,        -19.5,  -5.80000019
    487,          -9.,        -19.5,  -5.80000019
    488,         -7.5,        -19.5,  -5.80000019
    489,          -6.,        -19.5,  -5.80000019
    490,         -4.5,        -19.5,  -5.80000019
    491,          -3.,        -19.5,  -5.80000019
    492,         -1.5,        -19.5,  -5.80000019
    493, 2.23517006e-07,        -19.5,  -5.80000019
    494,          1.5,        -19.5,  -5.80000019
    495,           3.,        -19.5,  -5.80000019
    496,          4.5,        -19.5,  -5.80000019
    497,           6.,        -19.5,  -5.80000019
    498,          7.5,        -19.5,  -5.80000019
    499,           9.,        -19.5,  -5.80000019
    500,         10.5,        -19.5,  -5.80000019
    501,          12.,        -19.5,  -5.80000019
    502,         13.5,        -19.5,  -5.80000019
    503,          15.,        -19.5,  -5.80000019
    504,         16.5,        -19.5,  -5.80000019
    505,          18.,        -19.5,  -5.80000019
    506,         19.5,        -19.5,  -5.80000019
    507,         -12.,         -18.,  -5.80000019
    508,        -10.5,         -18.,  -5.80000019
    509,          -9.,         -18.,  -5.80000019
    510,         -7.5,         -18.,  -5.80000019
    511,          -6.,         -18.,  -5.80000019
    512,         -4.5,         -18.,  -5.80000019
    513,          -3.,         -18.,  -5.80000019
    514,         -1.5,         -18.,  -5.80000019
    515, 2.23517006e-07,         -18.,  -5.80000019
    516,          1.5,         -18.,  -5.80000019
    517,           3.,         -18.,  -5.80000019
    518,          4.5,         -18.,  -5.80000019
    519,           6.,         -18.,  -5.80000019
    520,          7.5,         -18.,  -5.80000019
    521,           9.,         -18.,  -5.80000019
    522,         10.5,         -18.,  -5.80000019
    523,          12.,         -18.,  -5.80000019
    524,         13.5,         -18.,  -5.80000019
    525,          15.,         -18.,  -5.80000019
    526,         16.5,         -18.,  -5.80000019
    527,          18.,         -18.,  -5.80000019
    528,         19.5,         -18.,  -5.80000019
    529,         -12.,        -16.5,  -5.80000019
    530,        -10.5,        -16.5,  -5.80000019
    531,          -9.,        -16.5,  -5.80000019
    532,         -7.5,        -16.5,  -5.80000019
    533,          -6.,        -16.5,  -5.80000019
    534,         -4.5,        -16.5,  -5.80000019
    535,          -3.,        -16.5,  -5.80000019
    536,         -1.5,        -16.5,  -5.80000019
    537, 2.23517006e-07,        -16.5,  -5.80000019
    538,          1.5,        -16.5,  -5.80000019
    539,           3.,        -16.5,  -5.80000019
    540,          4.5,        -16.5,  -5.80000019
    541,           6.,        -16.5,  -5.80000019
    542,          7.5,        -16.5,  -5.80000019
    543,           9.,        -16.5,  -5.80000019
    544,         10.5,        -16.5,  -5.80000019
    545,          12.,        -16.5,  -5.80000019
    546,         13.5,        -16.5,  -5.80000019
    547,          15.,        -16.5,  -5.80000019
    548,         16.5,        -16.5,  -5.80000019
    549,          18.,        -16.5,  -5.80000019
    550,         19.5,        -16.5,  -5.80000019
    551,         -12.,         -15.,  -5.80000019
    552,        -10.5,         -15.,  -5.80000019
    553,          -9.,         -15.,  -5.80000019
    554,         -7.5,         -15.,  -5.80000019
    555,          -6.,         -15.,  -5.80000019
    556,         -4.5,         -15.,  -5.80000019
    557,          -3.,         -15.,  -5.80000019
    558,         -1.5,         -15.,  -5.80000019
    559, 2.23517006e-07,         -15.,  -5.80000019
    560,          1.5,         -15.,  -5.80000019
    561,           3.,         -15.,  -5.80000019
    562,          4.5,         -15.,  -5.80000019
